Amazon Unique id,Amazon Product name,Flipkart Unique id,Flipkart Product name,Similarity
ac04e44ba4ee07a49665d416c83c5759,Pinza Black Christmas Boots,3e8b8d026d02a3979ed49fb219862a18,Get Glamr Designer Snowra Boots,1.0000000000000002
ec45690035642743c94f24fd34aa50f2,Kielz Ladies Boots,feb1e09790d2e4ed3c7a2f340b29b5d2,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1.0000000000000002
1eff9a937b854be00b2b4ff2ffced76c,Salt N Pepper 13-552 Rebacca Almond Boots,ac04e44ba4ee07a49665d416c83c5759,Pinza Black Christmas Boots,1.0000000000000002
3ffcf4706979d2f33eef3760e8c9bbd8,"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",ec45690035642743c94f24fd34aa50f2,Kielz Ladies Boots,1.0000000000000004
b52073e7ed9c00c4108cae4eb0c49c1a,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",7c4fec2331da8d40f2cb146eb198cb57,Disney DW100405 Digital Watch  - For Boys,1.0000000000000002
ee8d9ff65e0fe4278afce7c933d30941,"Elantra S 10 Analog Watch  - For Boys, Men",ecff61d66f90aebfbad9aca7932d60fe,Belle Gambe Boots,1.0000000000000002
671fdf870f28e7f2cfe273cc94c4c56b,DJH Boots,01a9353b9d20f72b12844dae15a8d77a,Willy Winkies Black Boots,1.0000000000000002
e8194d7d46690b12ac80bb75ecca3b05,"Franck Bella FB123D Analog Watch  - For Men, Boys",788dc3a3da91c0f46a7c465e07f91dd4,"Marvel DW100243 Digital Watch  - For Boys, Girls",1.0000000000000002
960ad1ac72e3b9e024f4316d7319a8a9,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",e8194d7d46690b12ac80bb75ecca3b05,"Franck Bella FB123D Analog Watch  - For Men, Boys",1.0000000000000002
0dbdae68e92e74fd83bf5f3ad5f247c6,Magnum Footwear Lifestyle Boots,8b1c8e10ebebd9c7a7cdb1a791c5b555,Get Glamr Stylish Boots,1.0000000000000002
293435cc5cec8d132b79e2828fa68a58,Pinza Blue Cowboy Boots,960ad1ac72e3b9e024f4316d7319a8a9,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1.0000000000000002
aa6f88f737d0ac54dbf840e12955cac4,Steppings Trendy Boots,293435cc5cec8d132b79e2828fa68a58,Pinza Blue Cowboy Boots,1.0000000000000004
7f42e78c5e08b86943cd1c1d4402b6eb,"Zoop C4040PP03 Digital Watch  - For Boys, Girls",29b1ca231e10d5269516b80bf9d0dffc,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1.0000000000000002
0ee21bed347d127ea1390ea790b6d7ae,"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",bf585ba904709b25c269abef4a41064a,Get Glamr Designer Kuyal Boots,1.0000000000000004
6f46e8c0baeb4143f10e61fef49f976d,Steppings Trendy Boots,0ee21bed347d127ea1390ea790b6d7ae,"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",1.0000000000000002
c95eb9ddacb5e5567018680e5812163e,Salt N Pepper 14-475 Dorthea Almond Boots Boots,428d763c788057ec85b9f9c8b99a7a28,Stylistry Maxis Sa3228-25relong1712 Boots,1.0000000000000002
8b268c1e68f198ae2e934717d49f48e9,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6f46e8c0baeb4143f10e61fef49f976d,Steppings Trendy Boots,1.0000000000000002
80434e3630d67b0ed36b587041d4bc9d,"A Avon PK_741 Analog Watch  - For Men, Boys",01d05970b33f87076292f476bf210625,"SwissFire 205SM005 Analog Watch  - For Boys, Men",1.0000000000000002
a756418e7bbcd26d9d43fb7548dc845d,Carl 3346-1-Cheetablue Boots,97edddb727f85bac39e2918b5c5a7b42,Get Glamr Designer Uggy Boots,1.0000000000000002
bb363768a5f11200c6379fa27f10b235,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,80434e3630d67b0ed36b587041d4bc9d,"A Avon PK_741 Analog Watch  - For Men, Boys",1.0000000000000002
b807d4941ab84069bd0ca39dd8952540,Kielz Ladies Boots,a756418e7bbcd26d9d43fb7548dc845d,Carl 3346-1-Cheetablue Boots,1.0000000000000002
a66eb5d26256dba8c1d22022603776c0,Swag 670014 Analog Watch  - For Boys,bb363768a5f11200c6379fa27f10b235,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1.0000000000000002
b707fb4e10ebf63c88be8c6a8e50d038,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",b807d4941ab84069bd0ca39dd8952540,Kielz Ladies Boots,1.0000000000000002
8a51adce678b874bef63d8a8a7d28ea4,20Dresses Brown Shiver Me Timbers Boots,a66eb5d26256dba8c1d22022603776c0,Swag 670014 Analog Watch  - For Boys,1.0000000000000004
11c0099e325b67f908e75803bb6b9135,"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",b707fb4e10ebf63c88be8c6a8e50d038,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",1.0000000000000002
